,words,sentiments
2131,  na abracadabra somtin  na   we dey comot bojuboju ontop our new nike home jersey for di 2019 20 season    no dull am  no gock am  just buy your own once hin comot   ,Positive
2132, na who no go grab opportunate to coach team wey hin love  even if na for just one game   as oga boss ranieri second time as coachie of club wey hin don like since small pikin don dey end so hin yarn all man hin eerience   ,Negative
2133,man wey no fit finish to dey kolobi award for hin lifetime don join di hall of fame   ,Negative
2134, i thank una for dis award  i know say i nid work even hard pass befor now  and i go dey do am evriday wit only one target for my mind  to epp my team kolobi all di 3 points wey we no fit get dis season  forza roma  ,Negative
2135,azzin ehn  we sef dey reason am o         but we love am laidat who respect epp   ,Positive
2136,serie a don give nicolo zaniolo award as di young player of di season who else wan chop am nah ,Negative
2137,happy posthumous baiday to samuel sochukwuma okwaraji  may 19  1964   august 12  1989   legend for naija football wey tap ball for as small pikin player  we hail  amp  we no fit forget you lailai ,Positive
2138, we suppose dey sharp for front of post and if say we lucky small tinz for gel wella  when you create like four or five chances na shame  if you no score     ,Negative
2139,57  ball just dey on hin own waka go meet el shawarma but di sabi player fire am comot  but e remain small sha  0  0 ,Positive
2140,half time naso first half finish  no goals  but e sure say second half go sweet pass dis one ,Positive
2141,38  kolarov tear race go front wit ball and hin fire hot shot wey consigli push comot go corner  0  0 ,Positive
2142,men dem wey gallant for bench as super subs   ,Positive
2143,when pipu wey no get height reach you think say dem get pass you    just wait small  your time go com  ht ,Negative
2144,when pipu wey no get height reach you think say dem get pass you    just wait small  your time go com ,Negative
2145,bryan cristante don get h a n d  leg for 3   goals for di last 4   games wey we follow sassuolo play    sure guy ,Positive
2146,mirante bus stop keep hin th clean sheet for serie a against juve wit beta swagger   ,Positive
2147,na dream com true for amshah ,Positive
2148,  under sun under rain we still full ground dey shake bodi,Positive
2149, i fit lose money if i bet against say una go see me dey sneak enta stadium for away games later   wit sandwich and beer for my hand  dey hail my padis to win  ,Positive
2150, i be lucky man    i don follow some beta players play for dis club  amp  som good opponents sef   derbies wey i tap ball inside make me feel alive wella  ,Positive
2151,na almost 18 years ago one fine sabi small pikin player make hin debut for against anderlecht  now na 35 years di skippo be and hin go wear di giallorossi jersey for di last time against parma  beta player wey too sabi,Positive
2152,skippo de rossi   roma and i choose oursef  na ogbonge love dey bitwin us  even for future sef  even if i no go dey hia again   make una no go dey think say i no go dey com for roma match  even di away matches dem  i go com wit my sandwich and beer dey support my padis  ,Positive
2153,if you receive credit alert wey reach million for your aza now now e no go sweet you ,Positive
2154,congratulobia to antonio mirante bus stop as hin kolobi man of the match award against juventus      confam goalie keeper wey fit save di world from global warming,Positive
2155,79    dzeko dash beta assist and di sabi right back height goalie keeper  1  0 ,Positive
2156,just in case una miss how mirante bus stop take stop dybala from scoring dia first goal,Positive
2157, we know as dis match take important for us  we must kolobi dat three points today o  ,Positive
2158,happy to all dem sweet sweet mama for world   ,Positive
2159,presido pallotta   i throway salute to coachie betty bavagnoli as she kolobi coachie of di year award  betty do ogbonge job for first season of women football and our head dey swell wit wetin she  her sabi players  amp  oda coachies dem  ,Positive
2160,for 2003  skippo daniele de rossi tear net for di first time for   oga boss   ,Positive
2161,di kain cuteness wey full dis photo ehn   ,Positive
2162,you win 10 0 and the possession na still 50 50  nawa o   ,Positive
2163,as long as na  beginner  your difficulty level dey  we no fit com back  enjoy your win,Positive
2164,no be as we wan make e finish  but half bread beta pass puff puff skemp all di pictures of for our gallery  ,Negative
2165,ref don fire final whistle  sweet match but na one point we see carry comot from genova  romero cancel el shaarawy goal for befor mirante catch sanabria penarity for wounjur time ,Positive
2166,make those goals rush in for second half ,Negative
2167,our subs wey go ready to change am for dem when start to dey look som how ,Positive
2168,we don comot 30  for inside our price for jersey   as season don dey end so    no dull am  visit dis link to take order your own now   we dey deliver for naija too ,Positive
2169,genova we don show  genoa  how mataz nah  wia una keep di 3   points  we nid am for somtin light,Positive
2170,e no make sense abi  exactly di point wey we dey try make   ,Positive
2171,el shaprapra no get joy at all di way wey hin dey delete defenders no be hia ,Positive
2172,oga boss ranieri   i bin ask di guys say make dem tap ball togeda as team  say make dem play hard wella for dem sef  say make dem no dey lose ball anyhow and make dem dey dash dem sef ball wella  today dem do am for 90 minutes  ,Negative
2173,as in ehn  na our own  o jewa ke eng  be dat o   ,Positive
2174,yoo u people dey put smiles on my face  nice nice football,Positive
2175,no dulling  as e dey hot  na those 3 points we shade market for  amp  naso we grab am  daje ,Positive
2176,39  see sweet sweet balling wey dey totori belle from   dzeko bin dash florenzi ball for post front but di defender bude am over di bar    2   0  ,Positive
2177,happy baiday to you and your twin sister  your head dey dia  make una get beta celebration today   ,Positive
2178,1 3  goals in all competitions our top goalscorer this season but which was annamaria serturini s favourite strike    ,Positive
2179,for 1984    bin dey lose 2 0 for first leg  we com turn back waya dundee united to take reach final of european cup   ,Positive
2180,el shaprapra don tear net times for dis season     na somtin wey rilli dey totori my belle becos i bin get dis target for mind when season start so to kolobi am na joy for me    ,Positive
2181,don get new name be dat ,Positive
2182,we share di points  el shaarawy goal for first half give us lead but perisic eqwaliser cancel am comot ,Positive
2183,46  second half don start and oga boss ranieri don do hin first sub during half time  under nid comot for zaniolo       cengiz under   nicolo zaniolo 0  1 ,Negative
2184,first half don finish and na el shaarawy goal put us for oga boss position now ,Positive
2185,as usual nah  you know as e dey go ,Negative
2186,gooooooooooooooooooooooooooooooooal         our own star boy el shaarawy na hin tear net wit beta strike  ,Positive
2187,actor no dey die for film legends no fit comot for mind lailai ,Negative
2188,try am first ,Positive
2189,what an adventure it has been  plenty of highs    lots of lessons to learn      but a first season we ll never forg ,Positive
2190,milan  how far  we don show  wia di 3 points dey ,Positive
2191,house roma is ready for the final run in      ,Positive
2192,2 2  sabi players go travel go milan for our saturday game for san siro  our own star boy el shaarawy dey dia as hin don join team back,Positive
2193,dis goal na first goal for and na for milan hin score am    all di tinz wey you nid know befor dey hia  ,Positive
2194,ranieri   all my players head dey dia  dem dey do beta for training  i nid reason how many fit tap ball for 90 minutes becos i no fit carry four players wey no fit do am enta sake of say na only three subs i get when match dey shele  ,Positive
2195,roma pidgin admin sharp sharp 5   goat or ram  tiwa savage or genevieve nnaji  jollof rice or pounded yam  amp  efo rir ,Negative
2196,roma pidgin admin sharp sharp 5   goat or ram  tiwa savage or genevieve nnaji  jollof rice or pounded yam  amp  efo riro  davido or wizkid  nwankwo kanu or jay jay okocha ,Negative
2197,after dat make sense assist against udinese for last match  we talk say make we gather el shaarawy best assists for   star boy tinz skemp all of dem for hia  ,Positive
2198,cristante   work  sacrifice  heart  we go throway evritin wey we get inside dat match wey we dey on saturday sake of say we wan reach our target  we go put our soul inside  we be roma  ,Negative
2199, if you leave just one wolf alive all di sheep wey dey town no safe at all   x,Negative
2200,striker wey sabi dzeko carry di main di main star of yestaday enta field  ilary  ,Positive
